Gene1	Gene2	combine_score
SMARCA5	ZNF248	0.164
SMARCA5	ZNF267	0.155
SMARCA5	ZNF394	0.242
SMARCA5	ZNF420	0.158
SMARCA5	ZNF43	0.162
SMARCA5	ZNF430	0.154
SMARCA5	ZNF500	0.248
SMARCA5	ZNF561	0.225
SMARCA5	ZNF680	0.177
SMARCA5	ZNF770	0.259
SMARCA5	ZNF785	0.192
SMARCA5	ZNRD1	0.569
SMARCB1	SMARCE1	0.999
SMARCB1	SOX2	0.689
SMARCB1	STK11	0.584
SMARCB1	SUPT6H	0.525
SMARCB1	TLE1	0.516
SMARCB1	TOP2B	0.512
SMARCB1	TP53	0.976
SMARCB1	TRAF7	0.556
SMARCB1	TRIM17	0.351
SMARCB1	TYR	0.443
SMARCB1	WDR77	0.541
SMARCB1	WT1	0.507
SMARCB1	XPC	0.970
SMARCB1	YME1L1	0.453
SMARCB1	YY1	0.566
SMARCB1	ZFYVE9	0.317
SMARCB1	ZNF215	0.181
SMARCB1	ZNF250	0.345
SMARCB1	ZNF34	0.322
SMARCB1	ZNF688	0.211
SMARCB1	ZNF70	0.193
SMARCE1	SOX2	0.359
SMARCE1	SRMS	0.205
SMARCE1	SUMO2	0.307
SMARCE1	SUPT16H	0.519
SMARCE1	SYNE1	0.335
SMARCE1	TAF9	0.382
SMARCE1	TARDBP	0.511
SMARCE1	TERT	0.464
SMARCE1	THRB	0.333
SMARCE1	TOP2B	0.557
SMARCE1	TP53BP1	0.456
SMARCE1	TRAF7	0.521
SMARCE1	TRIM28	0.571
SMARCE1	TRIM33	0.372
SMARCE1	TSN	0.502
SMARCE1	TXNRD2	0.643
SMARCE1	WDR77	0.537
SMC1A	SMC1B	0.948
SMC1A	SMC2	0.874
SMC1A	SMC3	0.999
SMC1A	SMC4	0.810
SMC1A	SMC5	0.737
SMC1A	SMC6	0.759
SMC1A	SNU13	0.630
SMC1A	SSU72	0.432
SMC1A	SUMO1	0.611
SMC1A	SUMO2	0.486
SMC1A	SUN2	0.573
SMC1A	SYNE1	0.575
SMC1A	SYNE2	0.561
SMC1A	TAF7L	0.167
SMC1A	TENT4A	0.473
SMC1A	TET2	0.551
SMC1A	TINF2	0.534
SMC1A	TLL2	0.164
SMC1A	TOP2A	0.519
SMC1A	TOP2B	0.479
SMC1A	TTL	0.172
SMC1A	TTLL1	0.172
SMC1A	TTLL10	0.172
SMC1A	TTLL2	0.181
SMC1A	TTLL3	0.172
SMC1A	TTLL5	0.268
SMC1A	TTLL8	0.172
SMC1A	TYW1	0.442
SMC1A	UBE2I	0.574
SMC1A	USP13	0.757
SMC1A	USP37	0.235
SMC1A	WAPL	0.993
SMC1A	WDR45	0.298
SMC1A	WRN	0.734
SMC1A	YWHAZ	0.512
SMC1A	YY1	0.643
SMC1A	ZBTB7A	0.397
SMC1A	ZFP28	0.235
SMC1A	ZNF41	0.186
SMC1A	ZNF550	0.192
SMC1A	ZNF711	0.209
SMC1B	SMC2	0.367
SMC1B	SMC3	0.999
SMC1B	SMC4	0.487
SMC1B	SMC5	0.557
SMC1B	SMC6	0.631
SMC1B	SNU13	0.636
SMC1B	SOST	0.333
SMC1B	SUMO1	0.349
SMC1B	SUN2	0.673
SMC1B	SYNE1	0.581
SMC1B	SYNE2	0.551
SMC1B	TAF7L	0.387
SMC1B	TDRD1	0.320
SMC1B	TINF2	0.537
SMC1B	TLL2	0.166
SMC1B	TOP2A	0.409
SMC1B	TOP2B	0.415
SMC1B	TOP3A	0.367
SMC1B	TP53BP1	0.366
SMC1B	TTL	0.172
SMC1B	TTLL1	0.175
SMC1B	TTLL10	0.304
SMC1B	TTLL2	0.184
SMC1B	TTLL3	0.172
SMC1B	TTLL5	0.399
SMC1B	TTLL8	0.172
SMC1B	TYK2	0.379
SMC1B	UBE2I	0.543
SMC1B	UQCRFS1	0.424
SMC1B	WAPL	0.643
SMC1B	WRN	0.448
SMC1B	ZNF416	0.237
SMC1B	ZNF689	0.195
SMC1B	ZNF774	0.285
SMC2	SMC3	0.870
SMC2	SMC4	0.999
SMC2	SMC5	0.705
SMC2	SMC6	0.702
SMC2	SRP54	0.566
SMC2	SUGT1	0.284
SMC2	SUMO2	0.463
SMC2	TIMELESS	0.452
SMC2	TK1	0.503
SMC2	TOP2A	0.928
SMC2	TOP2B	0.780
SMC2	TOPBP1	0.476
SMC2	TRAF3IP1	0.382
SMC2	TTK	0.733
SMC2	TYMS	0.487
SMC2	VRK1	0.487
SMC2	VRK2	0.272
SMC2	WAPL	0.323
SMC2	WRN	0.455
SMC2	ZBTB7A	0.316
SMC2	ZNF214	0.345
SMC3	SMC4	0.844
SMC3	SMC5	0.933
SMC3	SMC6	0.927
SMC3	SOX2	0.531
SMC3	SSU72	0.355
SMC3	SUMO1	0.626
SMC3	SUMO2	0.522
SMC3	SUN2	0.595
SMC3	SUPT4H1	0.584
SMC3	SUPT5H	0.676
SMC3	SYNE1	0.608
SMC3	SYNE2	0.601
SMC3	TAF7	0.239
SMC3	TET2	0.549
SMC3	TIMELESS	0.562
SMC3	TINF2	0.581
SMC3	TLL1	0.261
SMC3	TLL2	0.261
SMC3	TOP2A	0.675
SMC3	TOP2B	0.659
SMC3	TOP3A	0.496
SMC3	TRAF3IP1	0.346
SMC3	TSNAX	0.374
SMC3	TTLL5	0.182
SMC3	UBE2I	0.624
SMC3	USP13	0.679
SMC3	USP37	0.416
SMC3	VRK1	0.382
SMC3	WAPL	0.999
SMC3	YY1	0.611
SMC3	ZBTB7A	0.482
SMC3	ZNF143	0.762
SMC3	ZNF263	0.517
SMC3	ZNF274	0.345
SMC3	ZNF550	0.206
SMC3	ZNF585A	0.180
SMC3	ZNF711	0.213
SMC3	ZNF782	0.196
SMC4	SMC5	0.774
SMC4	SMC6	0.831
SMC4	SRP54	0.699
SMC4	SYNE2	0.273
SMC4	TIMELESS	0.446
SMC4	TOP2A	0.903
SMC4	TOP2B	0.681
SMC4	TOPBP1	0.627
SMC4	TP53BP1	0.551
SMC4	TRAF3IP1	0.284
SMC4	TTK	0.687
SMC4	TTLL9	0.226
SMC4	TYMS	0.595
SMC4	VRK1	0.416
SMC4	VRK2	0.248
SMC4	WAPL	0.627
SMC4	WRN	0.544
SMC4	ZBTB7A	0.321
SMC4	ZNF124	0.152
SMC4	ZNF267	0.175
SMC4	ZNF45	0.179
SMC4	ZNF565	0.220
SMC4	ZNF721	0.178
SMC4	ZNF770	0.219
SMC5	SMC6	0.999
SMC5	SUMO1	0.808
SMC5	SUMO2	0.644
SMC5	SUMO3	0.562
SMC5	TDP2	0.415
SMC5	TERT	0.504
SMC5	TIMELESS	0.626
SMC5	TINF2	0.337
SMC5	TOP1	0.594
SMC5	TOP2A	0.706
SMC5	TOP2B	0.592
SMC5	TOP3A	0.770
SMC5	TOPBP1	0.481
SMC5	TP53BP1	0.641
SMC5	TRIM41	0.206
SMC5	TSNAX	0.339
SMC5	TTF1	0.329
SMC5	TTK	0.445
SMC5	TXNRD1	0.444
SMC5	UBA2	0.593
SMC5	UBE2I	0.872
SMC5	UBE2N	0.412
SMC5	UBE2V2	0.597
SMC5	UQCRC2	0.444
SMC5	UQCRFS1	0.421
SMC5	WAPL	0.686
SMC5	WRN	0.726
SMC5	XRCC3	0.477
SMC5	ZFP28	0.150
SMC5	ZNF169	0.184
SMC5	ZNF208	0.156
SMC5	ZNF253	0.211
SMC5	ZNF254	0.195
SMC5	ZNF286A	0.180
SMC5	ZNF343	0.189
SMC5	ZNF429	0.182
SMC5	ZNF432	0.215
SMC5	ZNF45	0.187
SMC5	ZNF490	0.160
SMC5	ZNF597	0.839
SMC5	ZNF606	0.220
SMC5	ZNF782	0.266
SMC6	SPAG9	0.277
SMC6	SUMO1	0.716
SMC6	SUMO2	0.473
SMC6	SUMO3	0.432
SMC6	TIMELESS	0.509
SMC6	TNFRSF13B	0.355
SMC6	TOP1	0.565
SMC6	TOP2A	0.796
SMC6	TOP2B	0.712
SMC6	TOP3A	0.772
SMC6	TOPBP1	0.420
SMC6	TP53BP1	0.590
SMC6	TRAPPC1	0.238
SMC6	TSNAX	0.409
SMC6	TTK	0.436
SMC6	TTL	0.180
SMC6	TTLL1	0.173
SMC6	TUBG2	0.426
SMC6	UBA2	0.382
SMC6	UBE2I	0.766
SMC6	UBE2N	0.395
SMC6	UBE2V2	0.684
SMC6	UQCRFS1	0.421
SMC6	VRK2	0.233
SMC6	WAPL	0.598
SMC6	WRN	0.679
SMC6	ZNF208	0.230
SMC6	ZNF211	0.318
SMC6	ZNF45	0.242
SMC6	ZNF480	0.168
SMC6	ZNF597	0.839
SMC6	ZNF614	0.475
SMG1	SMG6	0.966
SMG1	SPTLC1	0.347
SMG1	TAF1	0.344
SMG1	TAF1L	0.283
SMG1	TIMELESS	0.490
SMG1	TP53	0.562
SMG1	TRRAP	0.841
SMG1	TSC1	0.385
SMG1	TSC2	0.537
SMG1	TUT4	0.264
SMG1	TUT7	0.231
SMG1	UBR2	0.370
SMG1	UPF1	0.999
SMG1	UPF2	0.999
SMG1	WRN	0.464
SMG1	XRCC4	0.500
SMG1	XRN1	0.751
SMG1	XRN2	0.515
SMG1	XYLT1	0.589
SMG1	ZFP36L1	0.632
SMG1	ZKSCAN8	0.180
SMG1	ZNF445	0.177
SMG1	ZNF562	0.177
SMG6	SNAPC4	0.242
SMG6	SNRPB	0.634
SMG6	SNRPD3	0.591
SMG6	SNRPE	0.604
SMG6	SOX2	0.302
SMG6	SRR	0.308
SMG6	SRSF1	0.324
SMG6	SULT1E1	0.893
SMG6	TEP1	0.584
SMG6	TERT	0.984
SMG6	TINF2	0.307
SMG6	TRAPPC6B	0.202
SMG6	TUT4	0.255
SMG6	TUT7	0.268
SMG6	UBE2Z	0.374
SMG6	UPF1	0.999
SMG6	UPF2	0.953
SMG6	WRAP53	0.805
SMG6	XRN1	0.878
SMG6	XRN2	0.483
SMG6	YWHAZ	0.726
SMG6	ZC3HAV1	0.327
SMG6	ZNF770	0.187
SMN1	SNRNP70	0.900
SMN1	SNRPA	0.680
SMN1	SNRPA1	0.535
SMN1	SNRPB	0.992
SMN1	SNRPD1	0.999
SMN1	SNRPD2	0.998
SMN1	SNRPD3	0.981
SMN1	SNRPE	0.998
SMN1	SNRPN	0.662
SMN1	SNUPN	0.824
SMN1	SOD1	0.705
SMN1	SQSTM1	0.416
SMN1	SRP54	0.397
SMN1	SRSF1	0.774
SMN1	SRSF10	0.373
SMN1	SRSF4	0.330
SMN1	SRSF5	0.595
SMN1	SRSF6	0.398
SMN1	SRSF9	0.762
SMN1	STAT5B	0.416
SMN1	TARDBP	0.853
SMN1	TERT	0.483
SMN1	TGS1	0.532
SMN1	TIA1	0.598
SMN1	TIAL1	0.531
SMN1	TLL2	0.237
SMN1	TLR2	0.412
SMN1	TP53	0.714
SMN1	TP53BP1	0.481
SMN1	TPM3	0.462
SMN1	TSEN54	0.294
SMN1	U2AF2	0.465
SMN1	UBA1	0.414
SMN1	VPS28	0.391
SMN1	VRK1	0.518
SMN1	WDR77	0.752
SMN1	WRAP53	0.525
SMN1	XRN2	0.398
SMN1	ZFP1	0.224
SMN1	ZNF267	0.344
SMO	SNAI1	0.527
SMO	SOX2	0.549
SMO	SOX9	0.518
SMO	SPOPL	0.258
SMO	TMEM216	0.231
SMO	TP53	0.525
SMO	TRAF3IP1	0.247
SMO	TRAF7	0.370
SMO	USP2	0.345
SMO	USP21	0.331
SMO	USP8	0.618
SMO	WDR60	0.210
SMO	WIF1	0.337
SMO	WNT1	0.512
SMO	WNT10A	0.336
SMO	WNT10B	0.384
SMO	WNT16	0.296
SMO	WNT2	0.512
SMO	WNT2B	0.431
SMO	WNT3	0.436
SMO	WNT3A	0.495
SMO	WNT4	0.674
SMO	WNT5A	0.537
SMO	WNT5B	0.355
SMO	WNT6	0.365
SMO	WNT7A	0.429
SMO	WNT7B	0.400
SMO	WNT8A	0.336
SMO	WNT8B	0.323
SMO	WNT9A	0.312
SMO	WNT9B	0.348
SMO	ZNF471	0.370
SMO	ZNF667	0.253
SMPD1	SNCA	0.370
SMPD1	SORT1	0.778
SMPD1	SPHK1	0.704
SMPD1	SPTLC1	0.816
SMPD1	SPTLC2	0.797
SMPD1	SPTLC3	0.794
SMPD1	ST3GAL5	0.277
SMPD1	STARD3	0.215
SMPD1	SUMF1	0.255
SMPD1	SYT7	0.339
SMPD1	TLR4	0.331
SMPD1	TNF	0.455
SMPD1	TNFRSF1A	0.414
SMPD1	TOMM70	0.406
SMPD1	TRIM72	0.296
SMPD1	TSG101	0.328
SMPD1	UGCG	0.969
SMPD1	UGT8	0.937
SMPD1	VPS35	0.570
SMPD1	YAP1	0.342
SMS	SNX3	0.358
SMS	SORD	0.381
SMS	SRM	0.971
SMS	STOML2	0.445
SMS	TYMS	0.347
SMS	UBA6	0.631
SMS	UPB1	0.519
SMS	VNN1	0.472
SMS	VNN2	0.472
SMS	ZNF189	0.218
SMUG1	STOML3	0.270
SMUG1	TDG	0.922
SMUG1	TERT	0.346
SMUG1	TET2	0.506
SMUG1	TK1	0.768
SMUG1	TK2	0.414
SMUG1	TOP1	0.422
SMUG1	TRDMT1	0.323
SMUG1	TRIT1	0.365
SMUG1	TRMT61B	0.329
SMUG1	TRNT1	0.344
SMUG1	TYMP	0.712
SMUG1	TYMS	0.882
SMUG1	UCK2	0.413
SMUG1	UCKL1	0.417
SMUG1	UHRF2	0.490
SMUG1	UMPS	0.360
SMUG1	UNG	0.963
SMUG1	UPP1	0.523
SMUG1	UVSSA	0.296
SMUG1	XDH	0.510
SMUG1	XPA	0.390
SMUG1	XRCC3	0.388
SMUG1	ZNF34	0.165
SMYD2	STIP1	0.300
SMYD2	SUCLG1	0.299
SMYD2	SUPT6H	0.301
SMYD2	SUV39H1	0.636
SMYD2	SUV39H2	0.653
SMYD2	TP53	0.989
SMYD2	TP53BP1	0.573
SMYD2	TRAF2	0.303
SMYD2	TST	0.388
SMYD2	TTN	0.402
SMYD2	UBA52	0.318
SMYD2	UTY	0.392
SMYD2	VCPKMT	0.381
SMYD2	WDR5	0.404
SMYD2	WDR77	0.406
SMYD2	ZFP36L1	0.373
SMYD2	ZNF10	0.174
SMYD2	ZNF335	0.442
SMYD2	ZNF707	0.241
SNAI1	SOX17	0.431
SNAI1	SOX2	0.742
SNAI1	SOX3	0.339
SNAI1	SOX9	0.731
SNAI1	SPARC	0.471
SNAI1	SPOP	0.410
SNAI1	SPSB1	0.367
SNAI1	SRC	0.612
SNAI1	STAT3	0.806
SNAI1	STK11	0.529
SNAI1	SUV39H1	0.866
SNAI1	TCF3	0.502
SNAI1	TCF4	0.418
SNAI1	TEAD2	0.302
SNAI1	TEAD3	0.234
SNAI1	TEAD4	0.368
SNAI1	TGFB1	0.793
SNAI1	TGFB2	0.603
SNAI1	TGFBR1	0.607
SNAI1	TGFBR2	0.585
SNAI1	THBS1	0.620
SNAI1	TJP1	0.707
SNAI1	TLL1	0.289
SNAI1	TP53	0.992
SNAI1	TRIM21	0.555
SNAI1	USP13	0.356
SNAI1	USP2	0.398
SNAI1	USP21	0.313
SNAI1	USP3	0.563
SNAI1	USP37	0.700
SNAI1	USP39	0.347
SNAI1	VIM	0.850
SNAI1	WDR77	0.674
SNAI1	WNT1	0.535
SNAI1	WNT2B	0.300
SNAI1	WNT3	0.422
SNAI1	WNT5A	0.531
SNAI1	WNT5B	0.341
SNAI1	YAP1	0.776
SNAI1	YOD1	0.292
SNAI1	YWHAH	0.468
SNAI1	ZFP1	0.154
SNAI1	ZNF138	0.161
SNAI1	ZNF705A	0.156
SNAI1	ZNF705D	0.157
SNAI1	ZNF705G	0.163
SNAI1	ZRANB1	0.301
SNAP25	SNAP91	0.765
SNAP25	SNCA	0.779
SNAP25	SNCB	0.596
SNAP25	SPTBN4	0.303
SNAP25	SST	0.616
SNAP25	ST3GAL2	0.220
SNAP25	ST8SIA2	0.548
SNAP25	ST8SIA3	0.274
SNAP25	ST8SIA5	0.204
SNAP25	STX10	0.654
SNAP25	STX1A	0.999
SNAP25	STX1B	0.997
SNAP25	STX3	0.990
SNAP25	STX4	0.998
SNAP25	STX6	0.977
SNAP25	STXBP1	0.999
SNAP25	STXBP2	0.570
SNAP25	SULT4A1	0.347
SNAP25	SV2B	0.594
SNAP25	SYN1	0.970
SNAP25	SYN2	0.921
SNAP25	SYN3	0.892
SNAP25	SYNJ1	0.672
SNAP25	SYNJ2	0.392
SNAP25	SYT1	0.999
SNAP25	SYT10	0.561
SNAP25	SYT11	0.578
SNAP25	SYT2	0.824
SNAP25	SYT5	0.884
SNAP25	SYT7	0.856
SNAP25	SYT8	0.339
SNAP25	SYT9	0.360
SNAP25	SYTL4	0.372
SNAP25	TAS1R1	0.487
SNAP25	TAS1R2	0.346
SNAP25	TAS1R3	0.508
SNAP25	TLL1	0.284
SNAP25	TMOD2	0.229
SNAP25	TNF	0.546
SNAP25	TRIM32	0.360
SNAP25	TRMT9B	0.215
SNAP25	TRPC1	0.492
SNAP25	TRPM5	0.525
SNAP25	TRPV6	0.501
SNAP25	TTLL2	0.217
SNAP25	TUBA8	0.334
SNAP25	TUBB3	0.451
SNAP25	UNC13A	0.806
SNAP25	UNC13B	0.968
SNAP25	VAMP1	0.996
SNAP25	VAMP2	0.999
SNAP25	VAMP3	0.999
SNAP25	VAMP4	0.882
SNAP25	VAMP7	0.997
SNAP25	VAMP8	0.991
SNAP25	VCP	0.582
SNAP25	VGF	0.358
SNAP25	VPS54	0.277
SNAP25	VTI1B	0.775
SNAP25	YKT6	0.905
SNAP25	ZNF688	0.153
SNAP91	SNCB	0.407
SNAP91	SNX2	0.429
SNAP91	ST8SIA3	0.256
SNAP91	STX1A	0.432
SNAP91	STX1B	0.371
SNAP91	STXBP1	0.616
SNAP91	SULT4A1	0.318
SNAP91	SV2B	0.366
SNAP91	SYN1	0.554
SNAP91	SYN2	0.525
SNAP91	SYN3	0.377
SNAP91	SYNJ1	0.832
SNAP91	SYNJ2	0.708
SNAP91	SYT1	0.830
SNAP91	SYT10	0.225
SNAP91	SYT11	0.706
SNAP91	SYT2	0.665
SNAP91	SYT5	0.246
SNAP91	SYT7	0.349
SNAP91	SYT8	0.541
SNAP91	SYT9	0.622
SNAP91	TACR1	0.510
SNAP91	TF	0.532
SNAP91	TFAP2A	0.574
SNAP91	TFRC	0.659
SNAP91	TGFA	0.503
SNAP91	TRAF3IP1	0.239
SNAP91	UBA52	0.499
SNAP91	UBB	0.529
SNAP91	UBC	0.511
SNAP91	UBQLN2	0.518
SNAP91	UNC13A	0.328
SNAP91	UNC13B	0.441
SNAP91	VAMP1	0.324
SNAP91	VAMP2	0.966
SNAP91	VAMP3	0.673
SNAP91	VAMP4	0.704
SNAP91	VAMP7	0.599
SNAP91	VAMP8	0.642
SNAP91	WNT5A	0.499
SNAPC4	SNRNP200	0.345
SNAPC4	SNRPA1	0.243
SNAPC4	SNRPB	0.344
SNAPC4	SNRPD2	0.233
SNAPC4	SNRPE	0.409
SNAPC4	SP1	0.499
SNAPC4	SSU72	0.409
SNAPC4	STOM	0.351
SNAPC4	SUPT4H1	0.400
SNAPC4	SUPT5H	0.464
SNAPC4	SUPT6H	0.257
SNAPC4	TAF6	0.553
SNAPC4	TAF6L	0.252
SNAPC4	TAF9	0.499
SNAPC4	TBP	0.972
SNAPC4	TRMT1	0.275
SNAPC4	UPF1	0.261
SNAPC4	WDR5	0.466
SNAPC4	ZBTB17	0.256
SNAPC4	ZNF143	0.553
SNAPC4	ZNF202	0.250
SNAPC4	ZNF212	0.455
SNAPC4	ZNF324B	0.179
SNAPC4	ZNF335	0.234
SNAPC4	ZNF692	0.187
SNAPC4	ZNF777	0.361
SNCA	SNCAIP	0.999
SNCA	SNCB	0.828
SNCA	SNX3	0.246
SNCA	SOD1	0.897
SNCA	SORT1	0.510
SNCA	SPR	0.480
SNCA	SPTBN1	0.577
SNCA	SQSTM1	0.889
SNCA	SRI	0.505
SNCA	SSTR5	0.374
SNCA	ST13	0.370
SNCA	STX1A	0.697
SNCA	STX1B	0.451
SNCA	SUN2	0.384
SNCA	SYN1	0.814
SNCA	SYN2	0.487
SNCA	SYN3	0.703
SNCA	SYNJ1	0.582
SNCA	SYT1	0.627
SNCA	SYT11	0.560
SNCA	SYT7	0.251
SNCA	TAAR8	0.227
SNCA	TARDBP	0.994
SNCA	TGFBI	0.453
SNCA	TGM1	0.395
SNCA	TH	0.997
SNCA	TLR1	0.546
SNCA	TLR2	0.906
SNCA	TLR4	0.752
SNCA	TMOD1	0.422
SNCA	TOR1A	0.798
SNCA	TREM2	0.553
SNCA	TRIM10	0.341
SNCA	TRIM21	0.508
SNCA	TRIT1	0.443
SNCA	TSPO	0.436
SNCA	TTR	0.753
SNCA	TUBA1B	0.636
SNCA	TUBB1	0.369
SNCA	UBA1	0.565
SNCA	UBB	0.825
SNCA	UBC	0.878
SNCA	UBE2J1	0.396
SNCA	UBE2L3	0.701
SNCA	UBE2L6	0.890
SNCA	UBE2W	0.347
SNCA	UGCG	0.348
SNCA	UGT8	0.438
SNCA	USP30	0.309
SNCA	USP8	0.450
SNCA	VAMP1	0.339
SNCA	VAMP2	0.979
SNCA	VAPB	0.478
SNCA	VPS26A	0.380
SNCA	VPS35	0.778
SNCA	WDR45	0.340
SNCA	WNT3	0.430
SNCA	XK	0.346
SNCA	YOD1	0.441
SNCA	YWHAG	0.555
SNCA	YWHAH	0.821
SNCA	YWHAQ	0.809
SNCA	ZNF214	0.315
SNCA	ZNF746	0.445
SNCA	ZRANB1	0.366
SNCAIP	SNCB	0.745
SNCAIP	SNX2	0.257
SNCAIP	SOD1	0.301
SNCAIP	SPHK1	0.252
SNCAIP	SYT10	0.252
SNCAIP	SYT11	0.656
SNCAIP	TARDBP	0.275
SNCAIP	TH	0.323
SNCAIP	TP53	0.250
SNCAIP	TRAP1	0.293
SNCAIP	TRMT112	0.459
SNCAIP	UBE2E2	0.589
SNCAIP	UBE2J1	0.413
SNCAIP	UBE2K	0.249
SNCAIP	UBE2L3	0.634
SNCAIP	UBE2L6	0.629
SNCAIP	UBE2N	0.280
SNCAIP	UBE2S	0.305
SNCAIP	VPS35	0.282
SNCAIP	WNT3	0.343
SNCAIP	YWHAH	0.413
SNCAIP	ZNF25	0.180
SNCAIP	ZNF333	0.168
SNCAIP	ZNF746	0.321
SNCAIP	ZSCAN10	0.173
SNCB	SPTBN4	0.311
SNCB	ST8SIA3	0.260
SNCB	STMN1	0.395
SNCB	STX1B	0.410
SNCB	STXBP1	0.332
SNCB	SULT4A1	0.363
SNCB	SV2B	0.322
SNCB	SYN1	0.624
SNCB	SYN2	0.509
SNCB	SYT1	0.429
SNCB	SYT11	0.301
SNCB	SYT5	0.215
SNCB	SYT9	0.191
SNCB	TH	0.437
SNCB	TUBB4A	0.320
SNCB	VAMP2	0.609
SNCB	YWHAG	0.327
SND1	SOD1	0.604
SND1	SRC	0.526
SND1	SRP68	0.565
SND1	STAT5B	0.799
SND1	STAT6	0.934
SND1	STT3A	0.465
SND1	TARBP2	0.550
SND1	TDRD1	0.248
SND1	TDRD12	0.281
SND1	TDRD9	0.411
SND1	TENT4A	0.501
SND1	TIA1	0.450
SND1	TP53	0.347
SND1	TRIM24	0.582
SND1	TRIM28	0.414
SND1	TSN	0.487
SND1	TSNAX	0.484
SND1	TUBB	0.423
SND1	TUBB2A	0.420
SND1	TUT4	0.282
SND1	TUT7	0.315
SND1	TXNDC5	0.419
SND1	U2AF2	0.486
SND1	UQCRC1	0.440
SND1	VCP	0.392
SND1	XPO1	0.377
SND1	XPO5	0.635
SND1	XRN2	0.358
SND1	YWHAB	0.545
SND1	ZC3HAV1	0.583
SND1	ZNF521	0.213
SND1	ZNF778	0.174
SNRNP200	SNRNP35	0.503
SNRNP200	SNRNP48	0.835
SNRNP200	SNRNP70	0.959
SNRNP200	SNRPA	0.992
SNRNP200	SNRPA1	0.999
SNRNP200	SNRPB	0.999
SNRNP200	SNRPD1	0.999
SNRNP200	SNRPD2	0.999
SNRNP200	SNRPD3	0.999
SNRNP200	SNRPE	0.999
SNRNP200	SNRPN	0.993
SNRNP200	SNU13	0.999
SNRNP200	SPTLC2	0.314
SNRNP200	SPTLC3	0.309
SNRNP200	SRSF1	0.921
SNRNP200	SRSF10	0.492
SNRNP200	SUMO2	0.636
SNRNP200	TARDBP	0.748
SNRNP200	TBK1	0.799
SNRNP200	TDRD9	0.343
SNRNP200	TIRAP	0.491
SNRNP200	TRAPPC2	0.361
SNRNP200	TRNT1	0.396
SNRNP200	U2AF2	0.758
SNRNP200	UBA1	0.540
SNRNP200	UHMK1	0.477
SNRNP200	USP39	0.965
SNRNP200	VCP	0.543
SNRNP200	WWC1	0.226
SNRNP200	ZNF133	0.208
SNRNP200	ZNF514	0.184
SNRNP200	ZNF551	0.196
SNRNP35	SNRNP48	0.992
SNRNP35	SNRPA	0.712
SNRNP35	SNRPA1	0.886
SNRNP35	SNRPB	0.867
SNRNP35	SNRPD1	0.967
SNRNP35	SNRPD2	0.978
SNRNP35	SNRPD3	0.978
SNRNP35	SNRPE	0.986
SNRNP35	SNRPN	0.955
SNRNP35	SNU13	0.541
SNRNP35	SNUPN	0.296
SNRNP35	SRSF1	0.468
SNRNP35	SRSF4	0.387
SNRNP35	SRSF5	0.400
SNRNP35	SRSF6	0.375
SNRNP35	SRSF9	0.302
SNRNP35	SSRP1	0.295
SNRNP35	SSU72	0.302
SNRNP35	STX10	0.233
SNRNP35	SUPT5H	0.390
SNRNP35	SYMPK	0.457
SNRNP35	TRMT61A	0.474
SNRNP35	TRNT1	0.488
SNRNP35	TYW5	0.238
SNRNP35	U2AF2	0.674
SNRNP35	UQCR10	0.296
SNRNP35	UQCRB	0.288
SNRNP35	UQCRFS1	0.288
SNRNP35	ZBTB8OS	0.250
SNRNP35	ZNF140	0.512
SNRNP35	ZNF33A	0.163
SNRNP35	ZNF383	0.249
SNRNP35	ZNF544	0.196
SNRNP35	ZNF554	0.246
SNRNP48	SNRNP70	0.379
SNRNP48	SNRPA	0.304
SNRNP48	SNRPA1	0.526
SNRNP48	SNRPB	0.930
SNRNP48	SNRPD1	0.846
SNRNP48	SNRPD2	0.892
SNRNP48	SNRPD3	0.912
SNRNP48	SNRPE	0.949
SNRNP48	SNRPN	0.781
SNRNP48	SNU13	0.202
SNRNP48	SRSF1	0.259
SNRNP48	SRSF10	0.328
SNRNP48	SRSF4	0.221
SNRNP48	SRSF5	0.187
SNRNP48	SRSF6	0.187
SNRNP48	STX10	0.223
SNRNP48	SULT1C2	0.260
SNRNP48	SUPT5H	0.270
SNRNP48	TARDBP	0.235
SNRNP48	TDRD9	0.207
SNRNP48	TGS1	0.349
SNRNP48	TIA1	0.200
SNRNP48	TIAL1	0.204
SNRNP48	TOMM70	0.220
SNRNP48	U2AF2	0.348
SNRNP48	VPS54	0.256
SNRNP48	ZNF12	0.184
SNRNP48	ZNF180	0.213
SNRNP48	ZNF692	0.236
SNRNP48	ZNF770	0.248
SNRNP70	SNRPA	0.999
SNRNP70	SNRPA1	0.992
SNRNP70	SNRPB	0.999
SNRNP70	SNRPD1	0.999
SNRNP70	SNRPD2	0.999
SNRNP70	SNRPD3	0.999
SNRNP70	SNRPE	0.999
SNRNP70	SNRPN	0.997
SNRNP70	SNU13	0.936
SNRNP70	SNUPN	0.447
SNRNP70	SP7	0.496
SNRNP70	SRSF1	0.998
SNRNP70	SRSF10	0.757
SNRNP70	SRSF4	0.727
SNRNP70	SRSF5	0.817
SNRNP70	SRSF6	0.656
SNRNP70	SRSF9	0.751
SNRNP70	SSU72	0.307
SNRNP70	SUPT5H	0.511
SNRNP70	SYMPK	0.630
SNRNP70	TAAR6	0.351
SNRNP70	TARDBP	0.852
SNRNP70	TARS2	0.370
SNRNP70	TGS1	0.667
